37.957	37.011	39.129	44.167	45.115
37.802	37.432	39.285	44.383	45.423
37.725	38.695	40.186	44.091	46.293
38.077	37.869	38.366	44.37	44.645
37.17	37.247	38.727	45.69	45.379
36.518	37.56	39.5	45.037	45.779
37.639	38.084	39.828	45.09	46.812
39.063	39.528	40.526	44.299	45.811
38.347	39.312	40.379	44.407	47.084
37.084	37.8	39.262	44.219	46.175
37.643	39.063	39.686	43.716	44.356
36.237	39.713	41.168	45.356	45.41
36.37	38.837	39.441	45.319	45.888
37.437	36.685	38.986	45.863	47.106
37.062	35.996	37.958	45.958	46.122
38.027	37.1	38.193	46.763	46.461
38.579	37.176	37.817	46.083	48.631
38.237	37.531	38.048	45.334	46.997
37.735	36.742	37.235	44.967	46.625
37.376	35.227	37.115	45.855	46.055
36.65	34.349	37.893	46.999	45.512
34.868	36.064	39.008	45.723	45.381
35.871	37.11	38.774	44.775	44.506
34.128	37.401	36.603	45.185	43.843
34.921	37.876	37.702	45.806	43.352
34.579	36.362	36.416	44.566	43.924
34.424	33.737	33.689	44.052	44.692
33.549	33.548	33.315	44.439	44.33
34.407	33.712	33.03	45.384	45.416
36.975	32.048	31.37	46.369	46.415
37.123	33.22	32.849	47.285	47.852
37.409	31.965	32.919	46.75	47.948
37.059	32.473	33.806	47.237	48.476
37.575	34.457	35.016	48.534	48.59
36.133	35.232	34.743	47.652	47.64
35.832	35.511	35.003	46.133	47.174
34.857	35.645	36.293	45.571	47.371
36.041	37.39	38.322	46.413	46.823
34.75	37.335	36.667	47.291	48.268
35.52	37.237	37.143	46.044	47.994
37.731	37.746	37.281	46.371	47.128
38.146	37.765	36.703	46.864	47.15
39.029	37.604	38.03	46.64	45.629
37.408	39.688	38.539	46.709	46.024
36.863	39.433	39.05	45.945	45.768
38.29	39.33	38.348	45.608	44.818
38.808	38.993	39.582	45.211	45.054
39.523	39.864	39.676	44.905	45.147
38.986	38.945	40.264	44.806	46.174
38.697	39.32	40.626	46.285	46.149
38.673	39.559	40.305	47.348	45.696
38.491	39.512	40.305	46.296	45.858
38.138	39.396	40.557	44.406	45.424
37.256	38.815	38.676	43.503	45.012
37.842	38.723	38.065	45.315	45.296
38.08	38.243	37.299	45.575	43.527
36.492	39.256	37.216	45.365	44.512
35.297	40.269	38.84	46.58	44.895
34.444	40.171	38.009	46.381	44.217
32.946	39.047	37.636	45.147	44.853
33.23	38.763	38.086	44.734	45.636
34.261	38.895	38.365	45.541	46.643
35.252	38.043	39.259	45.681	45.456
35.007	38.856	39.454	46.025	46.308
35.152	39.382	38.443	46.81	46.906
35.298	38.332	39.231	47.512	46.386
37.397	39.068	39.307	48.366	46.586
38.464	40.165	39.175	47.564	47.541
37.371	40.471	40.895	48.527	47.73
36.911	41.023	41.744	48.859	49.137
36.406	40.403	40.007	47.466	47.578
36.776	40.504	39.457	47.537	48.225
36.535	41.24	40.263	46.891	48.778
36.821	39.978	38.206	47.787	49.701
37.81	40.808	39.041	49.21	50.446
38.138	41.33	40.476	48.398	50.374
38.065	41.059	39.307	47.875	49.753
38.32	40.352	39.963	47.823	48.637
37.164	41.327	40.114	47.366	48.761
38.574	41.006	41.366	48.713	48.349
37.297	38.616	39.629	48.548	48.999
37.533	38.841	39.33	48.247	47.951
36.561	38.872	39.827	48.226	49.749
36.621	39.131	39.006	48.961	49.526
38.639	38.623	36.564	47.87	50.774
38.284	38.433	37.487	49.522	49.587
38.148	38.569	37.938	50.01	48.965
38.178	39.451	37.501	48.617	49.547
36.717	38.517	37.614	48.567	49.936
38.309	37.705	38.593	48.447	49.63
39.293	37.46	38.372	48.166	48.314
37.961	38.445	38.067	49.655	49.289
36.753	37.638	38.38	50.901	51.008
36.93	39.932	39.328	51.178	51.739
34.934	38.615	39.724	50.792	51.582
36.562	37.888	37.879	50.245	51.388
37.139	39.627	38.382	50.835	51.514
38.911	39.042	38.161	50.841	51.238
38.847	39.781	38.776	51.41	53.537
37.931	40.717	39.848	50.929	54.535
38.991	41.263	41.455	50.931	52.784
38.551	42.376	41.925	49.047	53.152
37.476	44.023	42.322	49.644	52.837
38.199	42.978	42.059	50.203	51.925
39.022	42.116	41.251	50.284	52.218
39.837	41.27	40.36	51.856	51.457
39.861	39.571	39.165	52.334	49.188
39.914	39.435	39.279	53.829	51.515
39.296	38.909	40.18	53.692	51.914
36.759	38.2	39.955	54.354	52.519
37.855	37.023	39.162	54.466	52.781
37.312	38.231	38.806	53.507	53.354
36.817	37.833	37.594	53.817	55.914
34.538	36.491	37.263	53.106	54.603
34.942	36.505	38.319	52.969	51.946
35.788	37.019	37.191	51.117	50.634
35.892	35.283	36.853	51.004	51.796
35.995	35.003	37.069	51.5	51.478
36.729	35.756	37.358	52.146	50.841
36.917	34.916	37.307	53.306	53.618
38.086	34.711	34.293	52.758	54.633
38.972	34.051	35.109	53.2	52.402
38.877	36.558	35.432	52.134	50.561
39.648	36.898	35.599	52.358	51.111
38.208	36.053	37.623	50.873	51.527
37.073	36.787	38.936	50.548	51.7
36.812	36.57	37.491	52.598	51.61
38.453	36.383	37.583	51.933	53.019
39.518	35.506	37.922	50.233	51.486
38.623	35.513	37.714	50.155	51.727
37.845	35.366	36.655	52.127	50.435
37.466	36.267	37.491	51.044	51.12
39.094	37.736	38.535	50.833	49.492
38.299	39.66	39.464	51.324	48.283
36.258	39.374	39.996	49.261	47.483
35.878	38.567	40.123	48.247	46.013
36.75	37.616	40.442	47.808	45.661
37.159	38.805	39.334	48.047	46.072
36.141	39.741	39.401	47.919	46.187
36.508	39.385	38.086	48.751	45.9
37.977	38.806	38.886	48.471	46.256
37.295	39.615	38.693	49.091	48.371
38.348	38.645	39.279	50.216	50.796
36.901	37.794	38.298	49.494	50.831
37.433	38.854	38.477	48.561	49.882
38.082	37.916	39.468	49.209	48.309
38.013	39.7	40.656	49.821	49.28
37.045	40.565	41.4	48.25	49.475
37.261	39.998	40.725	46.433	48.487
35.885	40.346	39.966	47.049	48.109
36.047	37.976	40.121	46.788	49.904
36.844	38.769	39.557	48.348	49.664
37.019	37.371	38.728	46.848	48.847
36.619	38.936	37.677	47.117	46.896
34.644	39.095	37.822	47.01	47.556
35.722	38.573	38.108	45.599	46.51
35.99	37.676	38.592	44.277	45.677
35.919	38.779	38.49	44.28	45.405
35.86	38.202	38.234	46.436	45.881
36.794	38.224	36.357	46.521	45.561
37.56	37.886	36.246	47.043	46.722
35.23	36.008	34.024	47.138	47.609
34.314	35.043	34.526	47.055	48.161
33.842	35.423	36.585	45.931	46.446
32.879	36.016	35.033	45.892	44.986
31.24	35.052	36.742	45.781	44.386
30.151	34.178	35.082	45.254	44.921
29.6	33.737	35.109	44.587	44.368
31.227	35.27	35.957	45.233	44.91
32.051	32.487	37.391	45.225	45.059
32.55	33.107	36.45	45.324	45.675
32.268	32.166	33.454	45.022	46.786
31.123	31.884	33.323	45.459	47.84
31.68	32.192	32.649	44.88	48.434
